type,text
"Joke","wife says my husband gave me a mood ring. when i am good it turns green when i am bad he has a red mark on his forehead."
"Joke","One Saturday evening the door bell rang. Bubba answered thedoor, where he was greeted by a young man with bad case of acne.The boy smiled, and said, ""Hi, my name is Joe. I'm here to pickup Flo. We're going to see a show. Can she go?""Bubba shook his head, and told his daughter to have a nice time.A short time later there was a knock at the door. Upon openingthe door Bubba was greeted by another pimple faced boy who smiledand said, ""Hi, my name is Eddie. I'm here to pick up Betty. We're going out for spaghetti. Is she ready?""Bubba shook his head, and kissed his daughter good night.No sooner had Bubba sat down that the bell rang again. Bubbaopened the door to be greeted by a boy with clear skin who said,""Hi, My name is Chuck."" With that, Bubba shot him."
"Joke","You make me believe in reincarnation. Nobody can be as stupid as you in one lifetime."
"Joke","President Clinton looks up from his desk in the Oval Office to see one of his aides nervously approach him. ""What is it?"" yells the President. ""It's this abortion bill, Mr. President. What do you want to do about it?"" the aide asks. ""Just go ahead and pay it."" responds the President."
"Joke","Why couldn't the skeleton cross the road?Because he didn't have the guts."
"Joke","How does a blonde like her eggs in the morning?Fertilised!"
"Joke","Whatever is eating you -- must be suffering horribly."
"Joke","Yo Mama so fat that they said it was chili outside then she brought out a bowl!"
"Joke","Two lawyers walking through the woods spotted a vicious-looking bear. The first lawyer immediately opened his briefcase, pulled out a pair of sneakers and started putting them on. The second lawyer looked at him and said, ""Are you crazy? You'll never be able to outrun that bear!""""I don't have to,"" the first lawyer replied. ""I only have to outrun you. """
"Joke","Returning from a trip to visit my grandmother in Canada, I was stopped by a state trooper in New York for exceeding the speed limit. Grateful to have received a warning instead of a ticket, I gave him a small bag of my grandmother's delicious chocolate chip cookies and proceeded on my way. Later, I was stopped by another trooper. ""What have I done?"" I asked. ""Nothing,"" the trooper said, smiling. ""I heard you were passing out great chocolate chip cookies."""
"Joke","There were three couples that went to a church and asked to join. There was a newely wed couple, a middle-aged couple, and a older couple. The pastor told them that they had to go without sex for two weeks. Two weeks later they came back to that same church. The pastor asked the newely wed couple how it went. They replied ""It was hard the first week, but then we made it through."" He asked the older couple, and they replied ""we did not have sex at all for the two weeks."" He asked the middle-aged couple and the man said ""She dropped a paint can!"". The pastor said ""She dropped a paint can?. The man replied, ""She bent over with a paint can in her hand and I just had to get her right then and there!"".The pastor said, ""I'm sorry you cannot step foot into this church again!"" The man said, ""That's okay, we can't go into Home Depot either!!"""
"Joke","A little old lady answered a knock on the door one day, only to be confronted by a well-dressed young man carrying a vacuum cleaner. ""Good morning,"" said the young man. ""If I could take a couple minutes of your time, I would like to demonstrate the very latest in high-powered vacuum cleaners."" ""Go away!"" said the old lady. ""I haven't got any money"" and she proceeded to close the door. Quick as a flash, the young man wedged his foot in the door and pushed it wide open. ""Don't be too hasty!"" he said. ""Not until you have at least seen my demonstration."" And with that, he emptied a bucket of horse manure onto her hallway carpet. ""If this vacuum cleaner does not remove all traces of this horse manure from your carpet, Madam, I will personally eat the remainder."" ""Well,"" she said, ""I hope you have a damned good appetite, because the electricity was cut off this morning."""
"Joke","A man takes his dog to the Vet and says, ""Doctor, I think my dog is dead."" The Vet told him to put the dog on the table and then left the room. Soon he came back with a cat. The cat sniffed the dogs ears, his nose and then walked all over him. The Vet said ""Yep, your dog is dead. That will be $500 and 35 dollars."" The man said, ""$500 and 35 dollars! What for?"" The Vet said, ""$35 for the office visit and $500 for the cat scan."""
"Joke","Billy Bob and Lester were talking one afternoon when Billy Bob tells Lester, ""Ya know, I reckon I'm about ready for a vacation. Only this year I'm gonna do it a little different. The last few years, I took your suggestions as to where to go. Three years ago you said to go to Hawaii. I went to Hawaii and Marie got pregnant. Then two years ago, you told me to go to the Bahamas, and Marie got pregnant again. Last year you suggested Tahiti and darned if Marie didn't get pregnant again."" Lester asks Billy Bob, ""So, what you gonna do this year that's different?"" Billy Bob says, ""This year I'm taking Marie with me."""
"Joke","A very successful businessman had a meeting with his new son-in-law. ""I love my daughter, and now I welcome you into the family,"" said the man. ""To show you how much we care for you, I'm making you a 50-50 partner in my business. All you have to do is go to the factory every day and learn the operations.""The son-in-law interrupted, ""I hate factories. I can't stand the noise.""""I see,"" replied the father-in-law. ""Well then you'll work in the office and take charge of some of the operations.""""I hate office work,"" said the son-on-law. ""I can't stand being stuck behind a desk all day.""""Wait a minute,"" said the father-in-law. ""I just made you half-owner of a moneymaking organization, but you don't like factories and won't work in a office. What am I going to do with you?""""Easy,"" said the young man. ""Buy me out."""
"Joke","A moron walks into a bar with a pile of dog crap in his hands and says, ""Hey guys, look what I almost stepped in."""
"Joke","Ever wonder if illiterate people get the full effect of alphabet soup?"
"Joke","I thought of you all day today when I was at the zoo."
"Joke","While proudly showing off his new apartment to friends late one night, the drunk led the way to his bedroom where there was a big brass gong.""What's that big brass gong for?"" one of the guests asked.""Why, that's my talking clock,"" the man replied.""How does it work?"" asked one of his friends.""Watch this,"" the man said, giving it an ear-shattering pound with a hammer.Suddenly, someone on the other side of the wall screamed, ""Hey a..hole! It's 2 in the f..king morning!"""
"Joke","Carnac the Magnificent was one of the highlights of the Johnny Carson Show. In the ongoing sketch, Carnac would draw a sealed envelope from a mayonnaise jar, and hold it to his forehead. He would then answer the question sealed inside the envelope. What is missing here is his delivery. Great sketch - and you might get lucky enough to find it on Nickoleodeon."
"Joke","Many, many years ago, when I was twenty-three, I got married to a widow who was pretty as could be, This widow had a grown-up daughter, with flowing hair of red, My father fell in love with her, and soon the two were wed. This made my dad my son-in-law and changed my very life, My daughter was my mother, for she was my father's wife, To complicate the matters worse, although it brought me joy, I soon became the father of a bouncing baby boy. Father's wife then had a son, who kept them on the run, And this made him my grandson, for he was my daughter's son, My wife is now my mother's mother and this makes me very blue, Because, although she is my wife, she's now my grandma too. If my wife is my grandmother, then I am her grandchild, And every time I think of this, it simply drives me wild, For now I have become the strangest case that you ever saw, As the husband of my grandmother, I am now my own grandpa!"
"Joke","Professor Papp, turning to woman: Can you believe that the trustees named someone so ugly to be our new dean?Woman: I beg your pardon!Do you know who I am?I'm that ugly man's wife!Professor Papp: And do you know who I am?Woman: No, I haven't had the ""pleasure. ""Professor: Good, then my job's still safe."
"Joke","I know one should judge a man by what he really is instead of by appearances, but you are REALLY ugly"
"Joke","Q. What's long and green and smells like pork?A. Kermit the frog's finger."
"Joke","Two sausages were in a pan.One sausage turns to the other and says, ""Man, Its getting hot in here.""The other sausage screams and says, ""AH! A talking sausage!!"""
"Joke","Yo Mama so poor she found a penny on the ground and said ""I won the lottery!""(even though she still had to take out tax)"
"Joke","A woman in Brooklyn decided to prepare her Will and make her final requests. She told her rabbi she had two final requests. First, she wanted to be cremated, and second, she wanted her ashes scattered all over Bloomingdales. ""Why Bloomingdales?"" asked the rabbi. ""Then I'll be sure my daughters visit me twice a week."""
"Joke","A guy walks into the psychiatrist wearing only clingfilm for shorts. The shrink says, ""Well, I can clearly see you're nuts."""
"Joke","your mama is so fat that when she fell of the bed she fell of both sides."
"Joke","One day George Bush, Bill Clinton and Bob Packwood decide to visit the Wizard of OZ. After a long travel along the yellow brick road they arrive at the Wizards Palace.When they meet the Wizard he tells them that they may each have one wish fulfilled. The Wizard asks George Bush what he would like, to which George responds ""I would like to have a heart"" and a heart is given to him. The Wizard asks Bill Clinton what he would like, to which Bill responds ""I would like to have a brain"" and a brain is given to him.The Wizard then asks Bob Packwood what he would like, to which Bob responds ""Uhmmmm is Dorothy anywhere around""........"
"Joke","A young boy and his doting grandmother were walking along the sea shore when a huge wave appeared out of nowhere, sweeping the child out to sea.The horrified woman fell to her knees, raised her eyes to the heavens and begged the Lord to return her beloved grandson.Lo, another wave reared up and deposited the stunned child on the sand before her.The grandmother looked the boy over carefully. He was fine.But still she stared up angrily toward the heavens. ""When we came,"" she snapped indignantly, ""he had a hat!"""
"Joke","The counselor at the ""magnet"" school called a boy (Myrddin) into his office before school started.""Myrddin, I have some good news and some bad news to relate to you this morning. We've just reviewed all of your personality tests and I'm afraid you have definite homosexual tendencies. And now the good news -- I think you're cute as heck!"""
"Joke","Q: How many a-holes does it take to change a light bulb? A: None; a-holes never see the light anyway."
"Joke","Nobody says that you are dumb. They just say you were sixteen years old before you learned how to wave goodbye."
"Joke","At 3 am a desk clerk at a hotel gets a call from a drunk guy asking what time the bar opens. ""It opens at noon,"" answers the clerk. About an hour, later he gets a call from the same guy, sounding even drunker. ""What time does the bar open?"" he asks. ""Same time as before - noon,"" replies the clerk. Another hour passes and he calls again, plastered. ""Whatjoo shay the bar opins at?""The clerk then answers, ""It opens at noon, but if you can't wait, I can have room service send something up to you."" ""No! I don't wanna git in, ah wanna git OUT!"""
"Joke","A young girl in her mid 20's went to a pub and ordered a Bud light.After she drank it she went to a corner and passed out.A sleezy buisness man saw her and had sex with her.She woke up and left like nothing happend. The next day she went to the pub and ordered a Bud light again.She drank it again and passed out.The buisness man saw her again and grabbed two of his pals and they had their evil ways with her.She got up and left the pub like nothing else had happened. On the next day she went to the pub again,ordered the same and passed out again.This time twenty men saw her,built up a orderly line and all had sex with her.She woke up and left the pub. The next day she went to the pub and ordered a Coors ""Why do you want a Coors instead of a Bud light?"" the barman asked her.The girl just said ""Because Bud light makes my crotch sore."""
"Joke","""Chili's a lot like sex: When it's good it's great, and even when it's bad, it's not so bad."""
"Joke","YOU KNOW IT'S GOING TO BE A BAD DAY WHEN:"
"Joke","A man was in a terrible accident, and his ""manhood"" was mangled and torn from his body. His doctor assured him that modern medicine could give him back his manhood, but that his insurance wouldn't cover the surgery, since it was considered cosmetic. The doctor said that the cost would be $3500 for small, $6500 for medium, and $14,000 for large. The man was sure he wanted a large, but the doctor urged him to talk it over with his wife before he made any decision. The man called his wife on the phone and explained their options. The doctor came back into the room, and found the man looking quite dejected. ""Well, what have the two of you decided?"" asked the doctor. The man answered, ""She'd rather remodel the kitchen."""
"Joke","You are the only person I've ever met whose mind is filthy and sterile at the same time!"
"Joke","Yo Mama so poor that when i walked in your house and steped on a lighted cigarette yo mama said who turned of the heater."
"Joke","A girl came skipping home FROM school one day. ""Mommy, Mommy,"" she yelled, ""we were counting today, and all the other kids could only count to four, but I counted to 10. See? 1, 2, 3, 4, 5, 6,7, 8, 9, 10!"" ""Very good,"" said her mother. ""Is it because I'm blonde, Mommy?"" ""Yes, Honey, it's because you're blonde."" The next day the girl came skipping home FROM school. ""Mommy, Mommy,"" She yelled, ""we were saying the alphabet today, and all the other kids could only say it to D, but I said it to G. See? A,b, c, d, e, f, g!"" ""Very good,"" said her mother. ""Is it because I'm blonde, Mommy?"" ""Yes, Honey, it's because you're blonde."" The next day the girl came skipping home FROM school. ""Mommy, Mommy,"" she yelled, ""we were in gym class today, and when we showered, all the other girls had flat chests, but I have these!"" And she lifted her tank top to reveal a pair of 36Cs. ""Very good,"" said her embarrassed mother. ""Is it because I'm blonde, mommy?"" ""No, Honey, it's because you're 25."""
"Joke","A man died and went to heaven. As he stood in front of St. Peter at the Pearly Gates, he saw a huge wall of clocks behind him. He asked, ""What are all those clocks?"" St. Peter answered, ""Those are Lie-Clocks. Everyone on Earth has a Lie-Clock. Every time you lie the hands on your clock will move."" ""Oh,"" said the man, ""Whose clock is that?"" ""That's Mother Teresa's. The hands have never moved, indicating that she never told a lie."" ""Incredible,"" said the man. ""And whose clock is that one?"" St. Peter responded, ""That's Abraham Lincoln's clock. The hands have moved twice, telling us that Abe told only two lies in his entire life."" ""Where's George Bush's clock?"" asked the man. ""Bush's clock is in Jesus' office. He's using it as a ceiling fan."""
"Joke","Wandering dejectedly in The Garden of Eden, Eve told God, ""I'm lonely I'm tired of eating apples by myself."" ""Okay,"" God said, ""I'll create a man for you."" Eve said, ""A man! What's that?"" ""He's a creature with aggressive tendencies and an enormous ego. He won't listen very well, he'll get lost easily, but never stop to ask for directions. However, he is big and strong, he can open jars and hunt animals. And he'll be fun in bed."" ""Sounds great!"" said Eve. ""Oh, and one more thing,"" God said. ""He will want to believe that I made HIM first."""
"Joke","The owner of this drug store walks in to find a guy leaning heavily against the wall. The owner asks the clerk, ""What's with that guy over there by the wall""? The clerk replies, ""Well, he came in here this morning to get something for his cough. I couldn't find the cough syrup, so I gave him an entire bottle of laxative"". The owner yells, ""You idiot! You can't treat a cough with a bottle of laxatives""! The clerk says, ""Of course you can! Look at him; he's afraid to cough""!"
"Joke","A guy goes to a psychiatrist. ""Doc, I keep having these alternating recurring dreams. First I'm a teepee; then I'm a wigwam; then I'm a teepee; then I'm a wigwam. It's driving me crazy. What's wrong with me?"" The doctor replies: ""It's very simple. You're two tents."""
"Joke","Her husband had passed on and the new widow was so distraught that she sought out a spiritualist who told her that her husband was just fine.She added further that he was eagerly awaiting a reunion with her.""Is there anything he needs?"" the distraught woman asked, between tears.The spiritualist went into a transient state, then replied, ""He says he'd love a package of cigarettes.""""I'll send a carton immediately,"" the woman said joyfully.""But did he say where I should send them?""""No,"" replied the Seer somberly.""But he didn't ask for matches."""
"Joke","A drunk, staggering down main street, somehow manages to make it into a cathedral. A priest watched him, as he crashed from pew to pew, finally making his way into the confessional. The priest, thinking the man needs his assistance, proceeds to his side of the confessional. His attention was rewarded with a lengthy silence, followed by bodily gas being released. The priest, battling extreme stench, finally asks... ""may I help you, my son?"" ""Dunno""...came a slurred voice from the other side ...""you got any toilet paper?"""
"Joke","If nobody is perfect, and I'm a nobody, am I perfect?"
"Joke","A man goes to the hosital because he is having pains in his stomach. He tells the doc what is wrong and the doc says ""You have constipation, you will need to take one of these suppository's every 6 hours for a week. I can help you with the first one."" So, reluctantly, the man drops his pants, bends over, and the doc shoves it in. Later, at home, he is having a little trouble inserting the next one, so he asks his wife for help. He tells her what to do, drops his pants and bends over. She then puts one hand on his shoulder and starts pushing it in. ""Damn!"" the guy screams, ""What? Did I hurt you?"" his wife replies. ""No,"" said the man ""But I just realized something...the doctor put 2 hands on my shoulders!!!"""
"Joke","Before you came along we were hungry. Now we are fed up."
"Joke","Airman Jones was assigned to the induction center, where he advised new recruits about their government benefits, especially their GI insurance.It wasn't long before Captain Smith noticed that Airman Jones had almost a 100% record for insurance sales, which had never happened before.Rather than ask about this, the Captain stood in the back of the room and listened to Jones's sales pitch.Jones explained the basics of the GI Insurance to the new recruits, and then said: ""If you have GI Insurance and go into battle and are killed, the government has to pay $200,000 to your beneficiaries.If you don't have GI insurance, and you go into battle and get killed, the government only has to pay a maximum of $6000.""""Now,"" he concluded, ""which bunch do you think they are going to send into battle first?"""
"Joke","One day in Contract Law class, a Professor asked one of his better students, ""Now, if you were to give someone an orange, how would you go about it?"" The student replied, ""Here's an orange."" The professor was livid. ""No! No! Think like a lawyer!"" the Professor instructed. The student then recited, ""Okay, I'd tell him, 'I hereby give and convey to you all and singular, my estate and interests, rights, claim, title, claim and advantages of and in, said orange, together with all its rind, juice, pulp and seeds, and all rights and advantages with full power to bite, cut, freeze and otherwise eat, the same, or give the same away with and without the pulp, juice, rind and seeds, anything herein before or hereinafter or in any deed, or deeds, instruments of whatever nature or kind whatsoever to the contrary in anywise notwithstanding..."""
"Joke","A couple went on vacation to a resort up north. The husband liked to fish, and the wife liked to read. One morning the husband came back from fishing after getting up really early that morning and took a nap. While he slept, the wife decided to take the boat out. She was not familiar with the lake, so she rowed out and anchored the boat, and started reading her book. Along comes the Game Warden in his boat, pulls up alongside the woman's boat and asks her what she's doing? She says, ""Reading my book."" The Game Warden tells her she is in a restricted fishing area and she explains that she's not fishing. To which he replied, ""But you have all this equipment. I will have to take you in and write you up!"" Angry that the warden was being so unreasonable, the lady told the warden, ""If you do that, I will charge you with rape."" The warden, shocked by her statement, replied, ""But I didn't even touch you."" To which the lady replied, ""Yeah, but you have all the equipment!"""
"Joke","After the Great Britain Beer Festival, in London, all the brewery presidents decided to go out for a beer.The guy from Corona sits down and says ""Hey Sen~or, I would like the world's best beer, a Corona."" The bartender dusts off a bottle from the shelf and gives it to him.The guy from Budweiser says ""I'd like the best beer in the world, give me 'The King Of Beers', a Budweiser."" The bartender gives him one.The guy from Coors says ""I'd like the only beer made with Rocky Mountain spring water, give me a Coors."" He gets it.The guy from Guiness sits down and says ""Give me a Coke."" The bartender is a little taken aback, but gives him what he ordered.The other brewery presidents look over at him and ask ""Why aren't you drinking a Guiness?"" and the Guiness resident replies ""Well, if you guys aren't drinking beer, neither will I."""
"Joke","The controller who was working a busy pattern told the 727 on downwind to make a three-sixty (to do a complete circle, usually to provide spacing between aircraft). The pilot of the 727 complained, ""Do you know It costs us two thousand dollars to make a three-sixty in this airplane? Without missing a beat the controller replied, ""Roger, give me four thousand dollars worth!"""
"Joke","A mother, father and young son are visiting the circus. The elephants walk out into the circus ring and the little boy says to his mother, ""What's that?"" ""That's the elephant's tail,"" she replies. ""No, under the tail,"" says the youngster. The mother is clearly embarrassed and says, ""Oh, nothing."" The boy turns to his father and repeats the same question. His father looks and says, ""That's the elephant's penis, son."" ""So, why did mum say it was nothing?"" asks the boy. The father draws himself up to his full height and says, ""Son, I guess I've spoiled that woman."""
"Joke","One day three guys go out into the woods to hunt deer. The first guy goes and comes back with a dead deer, he says, ""me find tracks, me follow tracks, me catch deer"" The second guy goes and also comes back with a dead deer, he also says, ""me find tracks, me follow tracks, me catch deer"" The third guy goes and comes back without a deer. He is limping and has cuts and bruises all over the place, he says, me find tracks, me follow tracks, me get hit by train!!!"""
"Joke","Two Scottish nuns have just arrived in USA by boat and one says to the other, ""I hear that the people of this country actually eat dogs"" ""Odd,"" her companion replies, ""but if we shall live in America, we might as well do as the Americans do."" Nodding emphatically, the mother superior points to a hot dog vendor and they both walk towards the cart. ""Two dogs, please,"" says one. The vendor is only too pleased to oblige and he wraps both hot dogs in foil and hands them over the counter. Excited, the nuns hurry over to a bench and begin to unwrap their 'dogs.' The mother superior is first to open hers. She begins to blush and then, staring at it for a moment, leans over to the other nun and whispers cautiously, ""What part did you get?"""
"Joke","You remind me of Moses. Every time you open your mouth, the bull rushes."
"Joke","A married couple was celebrating their 60th wedding anniversary. At the party everybody wanted to know how they managed to stay married so long in this day and age.The husband responded ""When we were first married we came to an agreement.I would make all the major decisions and my wife would make all the minor decisions.And in 60 years of marriage we have never needed to make a major decision."""
"Joke","Q: How many bureaucrats does it take to screw in a light bulb? A: Two. One to assure the everything possible is being done while the other screws the bulb into the water faucet. A: 45. One to change the bulb, and 44 to do the paperwork."
"Joke","Q: What is the difference between a girlfriend and a wife?A: About .....35 pounds."
"Joke","A little girl goes to visit Santa at the Mall. When it is her turn she sits on his lap and Santa says ""Have you been good?"" Little Girl, ""Yes, Santa, very good."" Santa, ""What would you like for Christmas?"" Little Girl, ""I want Barbie and G. I. Joe."" Santa, ""G. I. Joe? Doesn't Barbie come with Ken? Little Girl, ""No, Santa, Barbie fakes it with Ken. But she comes with G. I. Joe."""
"Joke","Four Catholic mothers are sitting around bragging about their sons, each of whom is a priest. First mother says, ""My son is a monsignor, and when he walks in the room, people greet him 'Good morning, Monsignor.'""Second mother says, ""Well, my son is a Bishop, and people greet him 'Good morning, your Grace.'""Third mother says, ""Well, my son is a Cardinal, and people greet him 'Good morning, your Eminence.'""The fourth mother pauses, and finally says, ""My son is six feet, ten inches tall and is 300 pounds of pure muscle. When he walks in the room, people greet him 'Oh, My God!'"""
"Joke","How to tell if your cat has a problem by asking yourself the following questions:"
"Joke","Yo Mama so fat that she filled up the tub and then turned the water on!"
"Joke","A customer at Green's Gourmet Grocery marveled at the proprietor's quick wit and intelligence. ""Tell me, Green, what makes you so smart?"" ""I wouldn't share my secret with just anyone,"" Green replies, lowering his voice so the other shoppers won't hear. ""But since you're a good and faithful customer, I'll let you in on it. Fish heads. You eat enough of them, you'll be positively brilliant."" ""You sell them here?"" the customer asks. ""Only $4 apiece,"" says Green. The customer buys three. A week later, he's back in the store complaining that the fish heads were disgusting and he isn't any smarter. ""You didn't eat enough, "" says Green. The customer goes home with 20 more fish heads. Two weeks later, he's back and this time he's really angry. ""Hey, Green,"" he says, ""You're selling me fish heads for $4 apiece when I can buy the whole fish for $2. You're ripping me off!"" ""You see?"" says Green. ""You're getting smarter already!"""
"Joke","Only in America"
"Joke","What happens when a president gets elected in years ending with zero (which of course happens only every 20 years)?"
"Joke","What's the difference between Michael Jackson and Santa? Nothing, they both leave children's bedrooms with empty sacks!"
"Joke","Q: What do men and linoleum have in common? A: Lay them right and you can walk all over them the rest of your life."
"Joke","Resumes can have midleading information. This guide should help clear any confusion..."
"Joke","If you were a swine, you would be what you are now!"
"Joke","Q: How many WASPs does it take to change a light bulb? A: Two. One to call the electrician and one to mix the martinis."
"Joke","One of the worlds most famous blondes turned 40 in 1999. She doesn't look a day over 18, well maybe 27. No cellulite on her thighs, no wrinkles, no sagging breasts. Her figure is the same as it was twenty years ago. Many girls from around the world are familiar with this famous blonde. Some would say she is more famous than Madonna. Yes, Barbie Millicent Roberts turns forty in 1999. Is it time to give up the mini skirt for something more conservative? You be the judge, but the folks over at Mattel don't seem to think so. On the other hand, some women have suggested a few changes to the world's most popular doll. Something more fitting for the now middle aged blonde. Here's a list of possible new Barbies..."
"Joke","Our three previous presidents and the current president found themselves following the famous Yellow Brick Road, on their way to meet The Wizard. They were all missing just a little something and figured The Wizard could help them. They meet The Wizard and he asks each in turn what they need. ""Well"", Jimmy Carter says, ""I could use some courage."" ""No problem,"" says The Wizard, and Carter gets his courage, no questions asked. ""What about you, Mr. Reagan?"", The Wizard asks. ""If I only had a brain,"" Mr. Reagan replies, and voila, Mr. Reagan has his brain. George Bush is next. ""People tell me I could use a heart,"" he pleads, and The Wizard grants Mr. Bush his wish. ""Tell me, Mr. Clinton, what do you most want?"", asks The Wizard. Mr. Clinton doesn't hesitate. ""Is Dorothy around?"""
"Joke","An engineer, an accountant, a chemist and a bureaucrat were bragging about how smart their dogs are.The engineer called to his dog, ""T-square, do your stuff"". The dog took out paper and pen, and drew a circle, a squareand a triangle. Everyone agreed he was smart.The accountant called, ""Sliderule, do your stuff"". The pooch went to the kitchen, got a dozen cookies and made four stacks of three. Everyone was impressed.The chemist called, ""Beaker, do your stuff."" The dog went to the fridge for a quart of milk, got a ten ounce glass and poured exactly eight ounces without spilling a drop. Everyone agreed that was great.The bureaucrat called, ""Coffee Break,do your stuff!"". Coffe Break ate the cookies, drank the milk, chewed the paper, claimed he injured his mouth doing so, filed a grievance for unsafe working conditions, put in for workers' compensation and took extended sick leave."
"Joke","Q. What are the two main political parties in Canada? A. Moose and Squirrel"
"Joke","Little Johnny greeted his mother at the door after she had been out of town all week. Johnny said, ""Mommy, guess what? Yesterday, I was playing in the closet in your bedroom and Daddy came into the room with the lady from next door and they got undressed and they got into bed and then Daddy got on top of her and --"" The mother held up her hand and said, ""Not another word! Wait until your father gets home, and then I want you to tell him exactly what you've just told me."" The father came home, and the wife told him that she was leaving him. ""But why?"" croaked the husband. ""Go ahead, Johnny. Tell Daddy just what you told me."" ""Well,"" said little Johnny, ""I was playing in your closet and Daddy came upstairs with the lady next door and they got undressed and they got into bed and Daddy got on top of her and they did just what you did, Mommy, with Uncle Bob when Daddy was away last summer!"""
"Joke","The owner of a small New York sandwich deli was being questioned by a tax agent about his tax return. He had reported a net profit of $80,000 for the year. ""Why don't you people leave me alone?"" the deli owner said. ""I work like a dog, everyone in my family helps out, the place is only closed three days a year. And you want to know how I made $80,000?"" ""It's not your income that bothers us,"" the agent said. ""It's these travel deductions. You listed six trips to Florida for you and your wife."" ""Oh, that,"" the owner said smiling. ""It is a legitimate business expense - we deliver!"""
"Joke","Morris walks into Dr. Cohen's office and puts a note on the table in front of the Doctor. The note says, ""I can't talk, please help me!"" The doctor thinks for a while and says to Morris, ""Put your member on the table here."" Morris thinks this is a bit weird, but Cohen is a specialist, so does as he says. The doctor takes a rubber mallet and hits Morris' member with it as hard as he can. The man cries in great agony, ""AAAAAAAAAAAAAAAAAAAAA!"" Then the doctor says, ""Good, come again tomorrow and we'll learn B!"""
"Joke","Q: How many Psychiatrists does it take to change a light bulb? A: Only one, but the bulb has got to really WANT to change. A: None; the bulb will change itself when it is ready."
"Joke","Two women came before wise King Solomon, dragging between them a young man.""This young man agreed to marry my daughter,"" said one.""No! He agreed to marry MY daughter,"" said the other.And so they began arguing until the King called for silence.""Bring me my biggest sword,"" said Solomon, ""and I shall hew the young man in half. Each of you shall receive a half.""""Sounds good to me,"" said the first lady.But the other woman said, ""Oh Sire, do not spill innocent blood. Let the other woman's daughter marry him.""The wise king did not hesitate a moment. ""The man must marry the first woman's daughter,"" he proclaimed.""But she was willing to hew him in two!"" exclaimed the king's court.""Indeed,"" said wise King Solomon. ""That shows she is the TRUE mother-in-law."""
"Joke","I hear you are a real humanitarian. You have kept three or four detectives working regularly."
"Joke","A wee guy was sitting at a bar staring at his drink for ages. Suddenly, a big biker came along, snatched his glass, guzzled down the contents and laughed, ""Hah! So what you gonna do about that, little man?"" ""Nothing,"" sighed the little guy despondently. ""You see, today has been the worst day of my life. This morning I overslept and was late for an important meeting. My boss was furious and so he sacked me. I cleared my desk, went to my car, only to discover that it wasn't there - somebody had stolen it. So I got a taxi home, but when it came to paying the driver I realised I'd forgotten my wallet. I then went into my house and I found my wife in bed with the gardener. So I left home and came to this bar. And just when I was thinking about ending it all, you came along and drank my poison..."""
"Joke","One afternoon a carpet layer had just finished installing carpet for a lady. He stepped out for a smoke, only to realize that he had lost his cigarettes. In the middle of the room, under the carpet, was a bump. ""No sense pulling up the entire floor for one pack of smokes,"" the carpet layer said to himself. So, he got out his hammer and flattened the hump. As he was cleaning up, the lady came in. ""Here,"" she said, handing him his pack of cigarettes. ""I found them in the hallway."" ""Now,"" she said, ""if only I could find my parakeet."""
"Joke","Q: How many nuclear engineers does it take to change a light bulb? A: Seven. One to install the new bulb and six to figure out what to do with the old one for the next 10,000 years."
"Joke","Three nurses went to heaven, and were awaiting their turn with St. Peter to plead their case to enter the pearly gates. The first nurse said, ""I worked in an emergency room. We tried our best to help patients, but occasionally we did lose one. I think I deserve to go to heaven."" St. Peter looks at her file and admits her to heaven. The second nurse says, ""I worked in an operating room. It's a very high stress environment and we do our best. Sometimes the patient is too sick and we lose them, but overall we try very hard."" St. Peter looks at her file and admits her to heaven. The third nurse says, ""I was a case manager for an HMO."" St. Peter looks at her file. He pulls out a calculator and starts punching away at it furiously, constantly going back to the nurse's file. After a few minutes St. Peter looks up, smiles, and says, ""Congratulations! You've been admitted to heaven ... for five days!"""
"Joke","A blonde suspected that her boyfriend was cheating on her, so she bought a gun. She went to his apartment that same day, with the pistol in hand. Sure enough, when she opened the door, she found her boyfriend in the arms of a redhead. Overcome with grief, she put the gun to the side of her head. Her boyfriend screamed, \u201cHoney, don\u2019t do it...\u201d The blonde yelled back, \u201cShut up! You\u2019re next!\u201d"
"Joke","Once this girl named Mary died in a car crash and went up to heaven.When she got there, there was an angel there.Mary was dumbfounded when she turned around and saw a whole bunch of clocks.Mary asked the angel why were there clocks on the wall. The angel said ""Oh the clocks are for all the people that died and the clocks calculate all the sins that person made in his or hers lifetime.So Mary asked where was Abraham Lincoln's? The angel said ""Oh it's that one over there, the clock went only 2 times to the right cause he only sined 2 times."" ""Where's Mother Teresa's?"" Mary asked ""Well that one is on your left, since she didn't sin, The clocked never moved."" ""So where's Bill Clinton's clock?"" Mary questioned. ""Um...I think that one is in Jesus's Workshop. Because I mean ever since the Monica incident, the clock went haywire!"""
"Joke","A guy applied to join a nudist club. ""Exactly what do you do here?"" he asked. ""It's quite simple,"" said the club secretary, ""We take off all our clothes and commune with nature."" ""Cool,"" said the guy, ""...count me in!!!"" So he paid his membership fee, took off his gear and strolled off. As he walked along a path, he saw a big sign which read, ""Beware of Gays."" A little further along he saw another sign which read the same thing ""Beware of Gays."" He continued walking until he came to a small clearing which had a bronze plaque set in the ground. He bent over to read the plaque and it said, ""Sorry....You've had two warnings!"""
